Entry	Reviewed	Gene Names
O06338	unreviewed	bpoA Rv3473c
O06348	unreviewed	Rv3485c
O06359	unreviewed	Rv3649
O06364	unreviewed	Rv3643
O06376	unreviewed	Rv3631
O06378	unreviewed	Rv3629c
O06381	unreviewed	Rv3626c
O06389	unreviewed	Rv0523c
O06392	unreviewed	Rv0526
O06393	unreviewed	ccsA ccsB Rv0529
O06394	unreviewed	Rv0528
O06396	unreviewed	Rv0530
O06397	unreviewed	Rv0531
O06403	unreviewed	Rv0537c
O06404	unreviewed	Rv0538
O06406	unreviewed	Rv0540
O06407	unreviewed	Rv0541c
O06409	unreviewed	Rv0543c
O06410	unreviewed	Rv0544c
O06412	unreviewed	Rv0546c
O06413	unreviewed	Rv0547c
O06418	unreviewed	Rv0552
O06422	unreviewed	Rv0556
O06534	unreviewed	Rv1134
O06538	unreviewed	Rv1138c
O06539	unreviewed	Rv1139c
O06540	unreviewed	Rv1140
O06541	unreviewed	echA11 Rv1141c
O06542	unreviewed	echA10 Rv1142c
O06545	unreviewed	mmpL13a Rv1145
O06547	unreviewed	Rv1147
O06550	unreviewed	Rv1152
O06551	unreviewed	omt Rv1153c
O06552	unreviewed	Rv1154c
O06554	unreviewed	Rv1156
O06555	unreviewed	Rv1157c
O06556	unreviewed	Rv1158c
O06561	unreviewed	narJ Rv1163
O06567	unreviewed	Rv1115
O06568	unreviewed	Rv1116
O06569	unreviewed	Rv1117
O06570	unreviewed	Rv1118c
O06571	unreviewed	Rv1119c
O06572	unreviewed	Rv1120c
O06575	unreviewed	bpoB Rv1123c
O06576	unreviewed	ephC Rv1124
O06577	unreviewed	Rv1125
O06578	unreviewed	Rv1126c
O06579	unreviewed	ppdK Rv1127c
O06583	unreviewed	Rv1132
O06585	unreviewed	pks17 Rv1663
O06586	unreviewed	pks9 Rv1664
O06592	unreviewed	Rv1598c
O06593	unreviewed	Rv1597
O06597	unreviewed	Rv1593c
O06603	unreviewed	Rv1587c
O06604	unreviewed	Rv1586c
O06605	unreviewed	Rv1585c
O06606	unreviewed	Rv1584c
O06608	unreviewed	Rv1582c
O06609	unreviewed	Rv1581c
O06610	unreviewed	Rv1580c
O06611	unreviewed	Rv1579c
O06612	unreviewed	Rv1578c
O06613	unreviewed	Rv1577c
O06614	unreviewed	Rv1576c
O06617	unreviewed	Rv1573
O06619	unreviewed	Rv1571
O06623	unreviewed	Rv1567c
O06624	unreviewed	Rv1566c
O06625	unreviewed	Rv1565c
O06633	unreviewed	Rv0801
O06773	unreviewed	Rv0666
O06781	unreviewed	Rv0658c
O06787	unreviewed	Rv1744c
O06789	unreviewed	Rv1752
O06790	unreviewed	Rv1754c
O06796	unreviewed	Rv1761c
O06798	unreviewed	Rv1765c
O06799	unreviewed	Rv1766
O06800	unreviewed	Rv1767
O06802	unreviewed	Rv1769
O06803	unreviewed	Rv1770
O06805	unreviewed	Rv1772
O06806	unreviewed	Rv1773c
O06807	unreviewed	Rv1453
O06813	unreviewed	opcA Rv1446c
O06815	unreviewed	Rv1444c
O06816	unreviewed	Rv1443c
O06820	unreviewed	Rv1439c
O06823	unreviewed	Rv1435c
O06824	unreviewed	Rv1434
O06826	unreviewed	Rv1432
O06827	unreviewed	Rv1431
O06829	unreviewed	Rv1429
O06830	unreviewed	Rv1428c
O06831	unreviewed	fadD12 Rv1427c
O06832	unreviewed	lipO Rv1426c
O07033	unreviewed	Rv3122
O07034	unreviewed	Rv3123
O07036	unreviewed	Rv3897c
O07166	unreviewed	Rv3300c
O07169	unreviewed	fadD7 Rv0119
O07171	unreviewed	Rv0121c
O07172	unreviewed	Rv0122
O07173	unreviewed	Rv0123
O07178	unreviewed	Rv0457c
O07182	unreviewed	Rv0797
O07196	unreviewed	Rv2694c
O07206	unreviewed	Rv2705c
O07207	unreviewed	Rv2706c
O07222	unreviewed	Rv1810
O07229	unreviewed	Rv0302
O07230	unreviewed	Rv0303
O07233	unreviewed	Rv0306
O07234	unreviewed	Rv0307c
O07235	unreviewed	Rv0308
O07237	unreviewed	Rv0310c
O07238	unreviewed	Rv0311
O07241	unreviewed	Rv0314c
O07242	unreviewed	Rv0315
O07243	unreviewed	Rv0316
O07246	unreviewed	Rv0320
O07250	unreviewed	Rv0325
O07251	unreviewed	Rv0326
O07252	unreviewed	Rv0328
O07253	unreviewed	Rv0329c
O07254	unreviewed	Rv0330c
O07255	unreviewed	Rv0331
O07256	unreviewed	Rv0332
O07406	unreviewed	Rv0161
O07408	unreviewed	Rv0163
O07411	unreviewed	fadD5 Rv0166
O07412	unreviewed	yrbE1A Rv0167
O07415	unreviewed	mce1C Rv0171
O07417	unreviewed	lprK mce1E Rv0173
O07419	unreviewed	Rv0175
O07420	unreviewed	Rv0176
O07421	unreviewed	Rv0177
O07423	unreviewed	lprO Rv0179c
O07424	unreviewed	Rv0180c
O07428	unreviewed	Rv0184
O07429	unreviewed	Rv0185
O07430	unreviewed	bglS Rv0186
O07432	unreviewed	Rv0188
O07437	unreviewed	Rv0193c
O07719	unreviewed	Rv1914c
O07721	unreviewed	fadB5 Rv1912c
O07726	unreviewed	Rv1906c
O07729	unreviewed	Rv1903
O07730	unreviewed	nanT Rv1902c
O07738	unreviewed	Rv1894c
O07739	unreviewed	Rv1893
O07740	unreviewed	Rv1892
O07741	unreviewed	Rv1891
O07742	unreviewed	Rv1890c
O07745	unreviewed	Rv1887
O07748	unreviewed	Rv1883c
O07749	unreviewed	Rv1882c
O07751	unreviewed	Rv1879
O07752	unreviewed	glnA3 Rv1878
O07754	unreviewed	Rv1875
O07755	unreviewed	Rv1874
O07756	unreviewed	Rv1873
O07762	unreviewed	Rv0615
O07771	unreviewed	Rv0607
O07775	unreviewed	Rv0603
O07784	unreviewed	mce2F Rv0594
O07787	unreviewed	mce2C Rv0591
O07790	unreviewed	yrbE2B Rv0588
O07794	unreviewed	Rv3829c
O07795	unreviewed	Rv3828c
O07796	unreviewed	Rv3827c
O07804	unreviewed	Rv3819
O07807	unreviewed	Rv3816c
O07808	unreviewed	Rv3815c
O07809	unreviewed	Rv3814c
O07810	unreviewed	Rv3813c
O08377	unreviewed	Rv1534
O33175	unreviewed	oxyS oxyR oxyR_1 A4S10_00131 DKC2_0138 DSI28_15635 DSL01_00235 ERS007657_00184 ERS007679_03378 ERS007681_02611 ERS007688_02921 ERS007703_00708 ERS007718_02927 ERS007720_00813 ERS027646_00204 ERS027659_01097 ERS027661_01890 ERS053720_00691
O33177	unreviewed	Rv1774
O33178	unreviewed	Rv1775
O33179	unreviewed	Rv1776c
O33181	unreviewed	Rv1778c
O33182	unreviewed	Rv1680
O33183	unreviewed	moeX Rv1681
O33184	unreviewed	Rv1682
O33185	unreviewed	Rv1683
O33186	unreviewed	Rv1684
O33187	unreviewed	Rv1685c
O33189	unreviewed	Rv1687c
O33193	unreviewed	Rv1691
O33195	unreviewed	Rv1693
O33208	unreviewed	scpA Rv1709
O33221	unreviewed	Rv1225c
O33222	unreviewed	Rv1226c
O33223	unreviewed	Rv1227c
O33224	unreviewed	lpqX Rv1228
O33227	unreviewed	Rv2722
O33229	unreviewed	fadE20 Rv2724c
O33234	unreviewed	Rv2729c
O33237	unreviewed	Rv2732c
O33248	unreviewed	Rv2113
O33249	unreviewed	Rv2114
O33252	unreviewed	Rv2117
O33254	unreviewed	Rv2119
O33255	unreviewed	Rv2120c
O33260	unreviewed	Rv2125
O33262	unreviewed	Rv2128
O33263	unreviewed	Rv2129c
O33266	unreviewed	Rv0336
O33268	unreviewed	Rv0338c
O33269	unreviewed	Rv0339c
O33270	unreviewed	Rv0340
O33271	unreviewed	Rv1742
O33272	unreviewed	Rv2969c
O33273	unreviewed	Rv0333
O33282	unreviewed	Rv2739c
O33291	unreviewed	Rv2749
O33309	unreviewed	Rv2767c
O33313	unreviewed	Rv2771c
O33316	unreviewed	Rv2774c
O33319	unreviewed	Rv2777c
O33321	unreviewed	Rv2779c
O33358	unreviewed	Rv0513
O33359	unreviewed	Rv0514
O33360	unreviewed	Rv0515
O33362	unreviewed	Rv0517
O50377	unreviewed	Rv3346c
O50380	unreviewed	Rv3351c
O50381	unreviewed	Rv3352c
O50382	unreviewed	Rv3353c
O50383	unreviewed	Rv3354
O50384	unreviewed	Rv3355c
O50388	unreviewed	Rv3359
O50389	unreviewed	Rv3360
O50391	unreviewed	Rv3362c
O50392	unreviewed	Rv3363c
O50397	unreviewed	Rv3368c
O50398	unreviewed	Rv3369
O50413	unreviewed	Rv3386
O50414	unreviewed	Rv3387
O50416	unreviewed	lpqD Rv3390
O50417	unreviewed	acrA1 Rv3391
O50418	unreviewed	iunH Rv3393
O50423	unreviewed	Rv1167c
O50427	unreviewed	Rv1171
O50431	unreviewed	fadH Rv1175c
O50432	unreviewed	Rv1176c
O50442	unreviewed	Rv1186c
O50451	unreviewed	Rv1234
O50459	unreviewed	lpqZ Rv1244
O50460	unreviewed	Rv1245c
O50464	unreviewed	Rv1249c
O50466	unreviewed	Rv1251c
O53147	unreviewed	Rv1455
O53148	unreviewed	Rv1456c
O53149	unreviewed	Rv1458c
O53151	unreviewed	Rv1460
O53154	unreviewed	Rv1463
O53156	unreviewed	Rv1465
O53157	unreviewed	Rv1466
O53158	unreviewed	fadE15 Rv1467c
O53161	unreviewed	trxA Rv1470
O53167	unreviewed	Rv1476
O53173	unreviewed	Rv2446c
O53178	unreviewed	Rv2451
O53179	unreviewed	Rv2452c
O53185	unreviewed	mmuM Rv2458
O53190	unreviewed	lipP Rv2463
O53196	unreviewed	Rv2469c
O53199	unreviewed	Rv2472
O53200	unreviewed	Rv2473
O53205	unreviewed	Rv2478c
O53206	unreviewed	Rv2481c
O53214	unreviewed	Rv2489c
O53222	unreviewed	Rv2517c
O53238	unreviewed	Rv2989
O53240	unreviewed	Rv2991
O53245	unreviewed	Rv2998
O53246	unreviewed	lppY Rv2999
O53254	unreviewed	Rv3007c
O53260	unreviewed	Rv3013
O53287	unreviewed	Rv3040c
O53298	unreviewed	Rv3081
O53310	unreviewed	Rv3160c
O53311	unreviewed	Rv3161c
O53312	unreviewed	Rv3162c
O53313	unreviewed	Rv3163c
O53314	unreviewed	moxR3 Rv3164c
O53315	unreviewed	Rv3165c
O53316	unreviewed	Rv3166c
O53317	unreviewed	Rv3167c
O53319	unreviewed	Rv3169
O53321	unreviewed	hpx Rv3171c
O53322	unreviewed	Rv3172c
O53323	unreviewed	Rv3173c
O53324	unreviewed	Rv3174
O53325	unreviewed	Rv3175
O53327	unreviewed	Rv3177
O53329	unreviewed	Rv3179
O53336	unreviewed	Rv3190c
O53338	unreviewed	Rv3192
O53341	unreviewed	Rv3195
O53342	unreviewed	Rv3196
O53343	unreviewed	Rv3197
O53346	unreviewed	Rv3200c
O53351	unreviewed	Rv3258c
O53352	unreviewed	Rv3259
O53356	unreviewed	Rv3304
O53360	unreviewed	pmmB Rv3308
O53362	unreviewed	Rv3311
O53363	unreviewed	Rv3312c
O53369	unreviewed	sdhD Rv3317
O53377	unreviewed	Rv3327
O53383	unreviewed	Rv3333c
O53384	unreviewed	Rv3334
O53385	unreviewed	Rv3335c
O53398	unreviewed	Rv1050
O53399	unreviewed	Rv1051c
O53400	unreviewed	Rv1052
O53404	unreviewed	Rv1056
O53406	unreviewed	fadD14 Rv1058
O53407	unreviewed	Rv1059
O53408	unreviewed	Rv1060
O53409	unreviewed	Rv1061
O53410	unreviewed	Rv1062
O53413	unreviewed	Rv1065
O53414	unreviewed	Rv1066
O53417	unreviewed	Rv1069c
O53420	unreviewed	Rv1072
O53421	unreviewed	Rv1073
O53429	unreviewed	Rv1081c
O53431	unreviewed	Rv1083
O53432	unreviewed	Rv1084
O53445	unreviewed	Rv1097c
O53448	unreviewed	Rv1100
O53461	unreviewed	Rv2015c
O53462	unreviewed	Rv2016
O53463	unreviewed	Rv2017
O53469	unreviewed	Rv2023c
O53470	unreviewed	Rv2024c
O53477	unreviewed	Rv2033c
O53479	unreviewed	Rv2035
O53480	unreviewed	Rv2036
O53482	unreviewed	Rv2038c
O53483	unreviewed	Rv2039c
O53484	unreviewed	Rv2040c
O53485	unreviewed	Rv2041c
O53486	unreviewed	Rv2042c
O53487	unreviewed	Rv2044c
O53488	unreviewed	lipT Rv2045c
O53489	unreviewed	lppI Rv2046
O53491	unreviewed	Rv2049c
O53494	unreviewed	Rv2052c
O53495	unreviewed	fxsA Rv2053c
O53498	unreviewed	cobN Rv2062c
O53503	unreviewed	Rv2169c
O53504	unreviewed	Rv2170
O53506	unreviewed	Rv2172c
O53511	unreviewed	Rv2177c
O53514	unreviewed	Rv2180c
O53516	unreviewed	Rv2182c
O53517	unreviewed	Rv2183c
O53519	unreviewed	TB16.3 Rv2185c
O53520	unreviewed	Rv2186c
O53523	unreviewed	Rv2189c
O53527	unreviewed	Rv2253
O53528	unreviewed	Rv2254c
O53529	unreviewed	Rv2255c
O53530	unreviewed	Rv2256c
O53531	unreviewed	Rv2257c
O53534	unreviewed	Rv2260
O53537	unreviewed	Rv2263
O53538	unreviewed	Rv2264c
O53546	unreviewed	yrbE4A supA Rv3501c
O53562	unreviewed	Rv3517
O53564	unreviewed	Rv3519
O53566	unreviewed	Rv3521
O53567	unreviewed	ltp4 Rv3522
O53572	unreviewed	Rv3587c
O53577	unreviewed	fadE35 Rv3797
O53594	unreviewed	Rv3916c
O53598	unreviewed	Rv3920c
O53608	unreviewed	Rv0063
O53612	unreviewed	Rv0067c
O53613	unreviewed	Rv0068
O53616	unreviewed	Rv0071
O53619	unreviewed	Rv0074
O53621	unreviewed	Rv0076c
O53622	unreviewed	Rv0077c
O53623	unreviewed	Rv0078
O53630	unreviewed	Rv0108c
O53632	unreviewed	Rv0110
O53634	unreviewed	gca Rv0112
O53641	unreviewed	Rv0158
O53646	unreviewed	Rv0195
O53650	unreviewed	Rv0199
O53651	unreviewed	Rv0200
O53652	unreviewed	Rv0201c
O53661	unreviewed	Rv0238
O53667	unreviewed	Rv0245
O53668	unreviewed	Rv0246
O53670	unreviewed	Rv0248c
O53671	unreviewed	Rv0249c
O53675	unreviewed	nirD Rv0253
O53680	unreviewed	Rv0274
O53682	unreviewed	Rv0276
O53697	unreviewed	Rv0293c
O53701	unreviewed	Rv0366c
O53702	unreviewed	Rv0367c
O53703	unreviewed	Rv0368c
O53704	unreviewed	Rv0369c
O53705	unreviewed	Rv0370c
O53707	unreviewed	Rv0372c
O53708	unreviewed	Rv0373c
O53709	unreviewed	Rv0374c
O53711	unreviewed	Rv0376c
O53713	unreviewed	Rv0378
O53715	unreviewed	Rv0380c
O53716	unreviewed	Rv0381c
O53718	unreviewed	Rv0383c
O53726	unreviewed	Rv0439c
O53728	unreviewed	Rv0443
O53731	unreviewed	Rv0446c
O53733	unreviewed	Rv0448c
O53734	unreviewed	Rv0449c
O53737	unreviewed	Rv0452
O53740	unreviewed	Rv0455c
O53744	unreviewed	Rv0459
O53745	unreviewed	Rv0460
O53748	unreviewed	Rv0463
O53749	unreviewed	Rv0464c
O53751	unreviewed	Rv0466
O53756	unreviewed	Rv0471c
O53762	unreviewed	Rv0565c
O53764	unreviewed	Rv0567
O53772	unreviewed	Rv0575c
O53773	unreviewed	Rv0576
O53776	unreviewed	Rv0579
O53777	unreviewed	Rv0580c
O53781	unreviewed	Rv0585c
O53807	unreviewed	Rv0744c
O53813	unreviewed	Rv0750
O53836	unreviewed	Rv0825c
O53837	unreviewed	Rv0826
O53839	unreviewed	Rv0828c
O53842	unreviewed	Rv0831c
O53846	unreviewed	lpqQ Rv0835
O53848	unreviewed	Rv0836c
O53854	unreviewed	Rv0842
O53863	unreviewed	Rv0851c
O53868	unreviewed	Rv0856
O53874	unreviewed	Rv0862c
O53892	unreviewed	Rv0979c
O53897	unreviewed	moaB2 Rv0984
O53902	unreviewed	papA4 Rv1528c
O53903	unreviewed	fadD24 Rv1529
O53905	unreviewed	Rv1531
O53910	unreviewed	chaA Rv1607
O53917	unreviewed	Rv1670
O53918	unreviewed	Rv1671
O53919	unreviewed	Rv1672c
O53920	unreviewed	Rv1673c
O53921	unreviewed	Rv1674c
O53923	unreviewed	Rv1676
O53925	unreviewed	Rv1678
O53926	unreviewed	fadE16 Rv1679
O53929	unreviewed	Rv1716
O53930	unreviewed	Rv1779c
O53931	unreviewed	Rv1780
O53948	unreviewed	lppT Rv1799
O53953	unreviewed	Rv1804c
O53954	unreviewed	Rv1805c
O53961	unreviewed	Rv1919c
O53962	unreviewed	Rv1920
O53965	unreviewed	yrbE3A Rv1964
O53966	unreviewed	yrbE3B Rv1965
O53968	unreviewed	mce3B Rv1967
O53969	unreviewed	mce3C Rv1968
O53970	unreviewed	mce3D Rv1969
O53971	unreviewed	lprM mce3E Rv1970
O53972	unreviewed	mce3F Rv1971
O53973	unreviewed	Rv1972
O53975	unreviewed	Rv1974
O53976	unreviewed	Rv1975
O53977	unreviewed	Rv1976c
O53978	unreviewed	Rv1977
O53979	unreviewed	Rv1978
O65931	unreviewed	atsB Rv3299c
O65935	unreviewed	Rv1749c
O65936	unreviewed	Rv1751
O69624	unreviewed	Rv3656c
O69625	unreviewed	Rv3657c
O69637	unreviewed	Rv3669
O69654	unreviewed	Rv3686c
O69658	unreviewed	Rv3690
O69661	unreviewed	Rv3693
O69662	unreviewed	Rv3694c
O69663	unreviewed	Rv3695
O69667	unreviewed	Rv3699
O69678	unreviewed	dnaQ Rv3711c
O69681	unreviewed	Rv3714c
O69686	unreviewed	Rv3719
O69692	unreviewed	Rv3725
O69693	unreviewed	Rv3726
O69694	unreviewed	Rv3727
O69696	unreviewed	Rv3729
O69697	unreviewed	Rv3730c
O69699	unreviewed	Rv3732
O69700	unreviewed	Rv3733c
O69702	unreviewed	Rv3735
O69703	unreviewed	Rv3736
O69708	unreviewed	Rv3741c
O69709	unreviewed	Rv3742c
O69712	unreviewed	Rv3745c
O69714	unreviewed	Rv3747
O69715	unreviewed	Rv3748
O69727	unreviewed	fadE36 Rv3761c
O69728	unreviewed	Rv3762c
O86314	unreviewed	Rv1231c
O86315	unreviewed	Rv1232c
O86316	unreviewed	Rv1233c
O86317	unreviewed	Rv2680
O86319	unreviewed	fadE13 Rv0975c
O86320	unreviewed	Rv0976c
O86326	unreviewed	Rv2401
O86336	unreviewed	Rv0406c
O86337	unreviewed	lprC Rv1275
O86339	unreviewed	Rv2060
O86340	unreviewed	Rv2061c
O86342	unreviewed	Rv0273c
O86346	unreviewed	Rv0939
O86347	unreviewed	Rv2776c
O86348	unreviewed	Rv1190
O86349	unreviewed	Rv1457c
O86351	unreviewed	Rv1111c
O86353	unreviewed	Rv2054
O86358	unreviewed	Rv3755c
O86370	unreviewed	Rv0988
O86371	unreviewed	Rv1669
P71538	unreviewed	accA2 bccA Rv0973c
P71540	unreviewed	echA7 Rv0971c
P71552	unreviewed	Rv0958
P71560	unreviewed	Rv0950c
P71568	unreviewed	Rv0941c
P71591	unreviewed	Rv0021c
P71594	unreviewed	Rv0024
P71599	unreviewed	Rv0029
P71616	unreviewed	dinF Rv2836c
P71619	unreviewed	ugpB Rv2833c
P71625	unreviewed	Rv2827c
P71626	unreviewed	Rv2826c
P71627	unreviewed	Rv2825c
P71639	unreviewed	Rv2812
P71640	unreviewed	Rv2811
P71643	unreviewed	Rv2808
P71644	unreviewed	Rv2807
P71646	unreviewed	Rv2805
P71649	unreviewed	Rv2802c
P71653	unreviewed	Rv2798c
P71654	unreviewed	Rv2797c
P71655	unreviewed	lppV Rv2796c
P71662	unreviewed	Rv1393c
P71664	unreviewed	PE_PGRS25 Rv1396c
P71672	unreviewed	Rv1404
P71699	unreviewed	Rv0042c
P71701	unreviewed	Rv0044c
P71704	unreviewed	Rv0047c
P71708	unreviewed	Rv0051
P71718	unreviewed	mbtC Rv2382c
P71719	unreviewed	mbtD Rv2381c
P71729	unreviewed	Rv2414c
P71733	unreviewed	Rv2410c
P71734	unreviewed	Rv2409c
P71737	unreviewed	Rv2406c
P71738	unreviewed	Rv2405
P71740	unreviewed	lppR Rv2403c
P71744	unreviewed	subI Rv2400c
P71746	unreviewed	cysW Rv2398c
P71749	unreviewed	Rv2395
P71751	unreviewed	che1 Rv2393
P71754	unreviewed	Rv2390c
P71757	unreviewed	Rv2387
P71763	unreviewed	Rv1482c
P71767	unreviewed	Rv1487
P71780	unreviewed	Rv1499
P71784	unreviewed	Rv1505c
P71787	unreviewed	Rv1508c
P71792	unreviewed	Rv1513
P71794	unreviewed	Rv1515c
P71795	unreviewed	Rv1516c
P71796	unreviewed	Rv1517
P71799	unreviewed	Rv1371
P71802	unreviewed	Rv1374c
P71804	unreviewed	Rv1376
P71805	unreviewed	Rv1377c
P71806	unreviewed	Rv1378c
P71810	unreviewed	Rv1382
P71813	unreviewed	Rv0756c
P71833	unreviewed	Rv0779c
P71837	unreviewed	Rv0784
P71840	unreviewed	Rv0787
P71846	unreviewed	fdxB Rv3554
P71853	unreviewed	Rv3548c
P71883	unreviewed	narK1 Rv2329c
P71885	unreviewed	Rv2327
P71888	unreviewed	Rv2324
P71892	unreviewed	rocE Rv2320c
P71894	unreviewed	uspC Rv2318
P71896	unreviewed	uspA Rv2316
P71897	unreviewed	Rv2315c
P71898	unreviewed	Rv2314c
P71912	unreviewed	Rv2437
P71915	unreviewed	Rv2434c
P71916	unreviewed	Rv2433c
P71917	unreviewed	Rv2432c
P71922	unreviewed	Rv2426c
P71923	unreviewed	Rv2425c
P71924	unreviewed	Rv2424c
P71925	unreviewed	Rv2423
P71926	unreviewed	Rv2422
P71941	unreviewed	Rv2642
P71947	unreviewed	Rv2650c
P71949	unreviewed	Rv2652c
P71958	unreviewed	Rv2661c
P71959	unreviewed	Rv2662
P71965	unreviewed	Rv2668
P71969	unreviewed	Rv2672
P71976	unreviewed	Rv1718
P71980	unreviewed	Rv1722
P71981	unreviewed	Rv1723
P71982	unreviewed	Rv1724c
P71983	unreviewed	Rv1725c
P71984	unreviewed	Rv1726
P71985	unreviewed	Rv1727
P71986	unreviewed	Rv1728c
P71988	unreviewed	Rv1730c
P71990	unreviewed	Rv1732c
P72005	unreviewed	Rv1748
P72035	unreviewed	Rv3768
P72036	unreviewed	Rv3769
P72037	unreviewed	Rv3770c
P72038	unreviewed	Rv3771c
P72040	unreviewed	Rv3773c
P72041	unreviewed	lipE Rv3775
P72043	unreviewed	Rv3777
P72047	unreviewed	rfbE Rv3781
P72049	unreviewed	rfbD Rv3783
P72050	unreviewed	epiB Rv3784
P72062	unreviewed	atsH Rv3796
P75019	unreviewed	echA21 Rv3774
P94973	unreviewed	Rv1639c
P94978	unreviewed	tsnR Rv1644
P94979	unreviewed	Rv1645c
P94983	unreviewed	Rv1648
P95011	unreviewed	Rv2542
P95012	unreviewed	Rv2541
P95021	unreviewed	Rv2532c
P95044	unreviewed	Rv0698
P95046	unreviewed	Rv0699
P95059	unreviewed	atsA Rv0711
P95075	unreviewed	fucA Rv0727c
P95086	unreviewed	Rv3072c
P95087	unreviewed	Rv3071
P95098	unreviewed	Rv3060c
P95100	unreviewed	Rv3058c
P95103	unreviewed	Rv3055
P95105	unreviewed	Rv3054c
P95115	unreviewed	Rv2980
P95120	unreviewed	Rv2975c
P95131	unreviewed	Rv2961
P95133	unreviewed	Rv2960c
P95137	unreviewed	Rv2955c
P95144	unreviewed	Rv1871c
P95145	unreviewed	Rv1870c
P95146	unreviewed	Rv1869c
P95147	unreviewed	Rv1868
P95148	unreviewed	Rv1867
P95150	unreviewed	Rv1865c
P95151	unreviewed	Rv1864c
P95152	unreviewed	Rv1863c
P95154	unreviewed	Rv1861
P95159	unreviewed	Rv1855c
P95161	unreviewed	ureD Rv1853
P95184	unreviewed	Rv3142c
P95185	unreviewed	fadB4 Rv3141
P95188	unreviewed	pflA Rv3138
P95197	unreviewed	purT Rv0389
P95198	unreviewed	Rv0390
P95201	unreviewed	Rv0393
P95202	unreviewed	Rv0394c
P95203	unreviewed	Rv0395
P95204	unreviewed	Rv0396
P95205	unreviewed	Rv0397
P95206	unreviewed	Rv0398c
P95207	unreviewed	lpqK Rv0399c
P95208	unreviewed	fadE7 Rv0400c
P95210	unreviewed	Rv0401
P95215	unreviewed	Rv0258c
P95216	unreviewed	Rv0259c
P95217	unreviewed	Rv0260c
P95218	unreviewed	narK3 Rv0261c
P95220	unreviewed	Rv0263c
P95221	unreviewed	Rv0264c
P95223	unreviewed	oplA Rv0266c
P95226	unreviewed	Rv0269c
P95227	unreviewed	fadD2 Rv0270
P95228	unreviewed	fadE6 Rv0271c
P95229	unreviewed	Rv0272c
P95232	unreviewed	Rv2336
P95233	unreviewed	Rv2337c
P95234	unreviewed	moeW Rv2338c
P95237	unreviewed	lppQ Rv2341
P95238	unreviewed	Rv2342
P95244	unreviewed	Rv2348c
P95253	unreviewed	Rv1961
P95256	unreviewed	Rv1958c
P95263	unreviewed	Rv1951c
P95264	unreviewed	Rv1950c
P95266	unreviewed	Rv1948c
P95267	unreviewed	Rv1947
P95268	unreviewed	lppG Rv1946c
P95270	unreviewed	Rv1944c
P95275	unreviewed	Rv1939
P95277	unreviewed	Rv1937
P95278	unreviewed	Rv1936
P95281	unreviewed	fadE18 Rv1933c
P95284	unreviewed	Rv1930c
P95285	unreviewed	Rv1929c
P95286	unreviewed	Rv1928c
P95287	unreviewed	Rv1927
P95289	unreviewed	Rv1924c
P95290	unreviewed	lipD Rv1923
P95291	unreviewed	Rv1922
P96214	unreviewed	Rv3863
P96216	unreviewed	Rv3861
P96220	unreviewed	Rv3857c
P96221	unreviewed	Rv3856c
P96226	unreviewed	Rv3851
P96227	unreviewed	Rv3850
P96230	unreviewed	Rv3847
P96233	unreviewed	Rv3845
P96234	unreviewed	Rv3348 Rv3844
P96235	unreviewed	Rv3843c
P96238	unreviewed	Rv3840
P96239	unreviewed	Rv3839
P96241	unreviewed	Rv3837c
P96242	unreviewed	Rv3836
P96245	unreviewed	Rv3833
P96246	unreviewed	Rv3832c
P96247	unreviewed	Rv3831
P96248	unreviewed	Rv3830c
P96257	unreviewed	glnH Rv0411c
P96258	unreviewed	Rv0412c
P96261	unreviewed	thiO Rv0415
P96262	unreviewed	thiS Rv0416
P96265	unreviewed	lpqM Rv0419
P96266	unreviewed	Rv0420c
P96267	unreviewed	Rv0421c
P96270	unreviewed	Rv0424c
P96272	unreviewed	Rv0426c
P96276	unreviewed	Rv0430
P96277	unreviewed	Rv0431
P96280	unreviewed	Rv0434
P96281	unreviewed	Rv0435c
P96287	unreviewed	Rv2944
P96295	unreviewed	pmeK CAB90_03479 DSI28_19420 DSL01_17190
P96353	unreviewed	Rv1048c
P96354	unreviewed	Rv1047 Rv3023c Rv3115
P96356	unreviewed	Rv1045
P96357	unreviewed	Rv1044
P96358	unreviewed	Rv1043c
P96360	unreviewed	Rv1041c
P96375	unreviewed	Rv1025
P96376	unreviewed	Rv1024
P96378	unreviewed	lpqU Rv1022
P96381	unreviewed	Rv1019
P96389	unreviewed	Rv0207c
P96391	unreviewed	Rv0209
P96392	unreviewed	Rv0210
P96395	unreviewed	Rv0213c
P96396	unreviewed	fadD4 Rv0214
P96399	unreviewed	lipW Rv0217c
P96400	unreviewed	Rv0218
P96401	unreviewed	Rv0219
P96407	unreviewed	Rv0225
P96408	unreviewed	Rv0226c
P96409	unreviewed	Rv0227c
P96410	unreviewed	Rv0228
P96414	unreviewed	fadE4 Rv0231
P96415	unreviewed	Rv0232
P96418	unreviewed	Rv0235c
P96805	unreviewed	Rv0128
P96808	unreviewed	fadE1 Rv0131c
P96810	unreviewed	Rv0133
P96811	unreviewed	ephF Rv0134
P96812	unreviewed	Rv0135c
P96815	unreviewed	Rv0138
P96816	unreviewed	Rv0139
P96817	unreviewed	Rv0140
P96818	unreviewed	Rv0141c
P96820	unreviewed	Rv0143c
P96821	unreviewed	Rv0144
P96826	unreviewed	Rv0149
