Entry	Reviewed	Gene Names
Q39YI9	unreviewed	fliC Gmet_0442
Q39YJ3	unreviewed	flgK Gmet_0438
Q39YJ9	unreviewed	flgA Gmet_0432
Q39YK4	unreviewed	flhF Gmet_0427
Q39YK5	unreviewed	flhA Gmet_0426
Q39YL5	unreviewed	ftsA Gmet_0416
Q39YN4	unreviewed	srtN Gmet_0397
Q39YN6	unreviewed	rpoD sigA Gmet_0395
Q39YR4	unreviewed	Gmet_0367
Q39YR5	unreviewed	rnj Gmet_0366
Q39YR8	unreviewed	Gmet_0363
Q39YR9	unreviewed	ssb Gmet_0362
Q39YS3	unreviewed	norM Gmet_0358
Q39YT9	unreviewed	Gmet_0342
Q39YU7	unreviewed	narT Gmet_0334
Q39YU9	unreviewed	narI-1 Gmet_0332
Q39YV1	unreviewed	narH-1 Gmet_0330
Q39YV2	unreviewed	narG-1 Gmet_0329
Q39YX0	unreviewed	sdhB Gmet_0309
Q39YX1	unreviewed	sdhA Gmet_0308
Q39YX5	unreviewed	ppc Gmet_0304
Q39YY3	unreviewed	nrfA-2 Gmet_0296
Q39YY5	unreviewed	nrfA-1 Gmet_0294
Q39Z12	unreviewed	truC Gmet_0267
Q39Z15	unreviewed	cysM Gmet_0264
Q39Z20	unreviewed	Gmet_0259
Q39Z24	unreviewed	Gmet_0255
Q39Z27	unreviewed	coxB Gmet_0252
Q39Z37	unreviewed	Gmet_0242
Q39Z81	unreviewed	Gmet_0197
Q39Z89	unreviewed	hemB Gmet_0189
Q39Z95	unreviewed	tpx prx-3 Gmet_0183
Q39ZA0	unreviewed	tkt Gmet_0178
Q39ZA6	unreviewed	nuoM-2 Gmet_0171
Q39ZB2	unreviewed	nuoJ-2 Gmet_0165
Q39ZB8	unreviewed	nuoG-2 Gmet_0159
Q39ZC3	unreviewed	nuoE-2 Gmet_0154
Q39ZC8	unreviewed	gltS Gmet_0147
Q39ZD8	unreviewed	ppiA Gmet_0137
Q39ZE1	unreviewed	corA-2 corA Gmet_0134
Q39ZF3	unreviewed	pyk Gmet_0122
Q39ZF6	unreviewed	hypF Gmet_0119
Q39ZG6	unreviewed	Gmet_0109
Q39ZH6	unreviewed	efp-1 efp Gmet_0099
Q39ZJ8	unreviewed	Gmet_0077
Q39ZL0	unreviewed	cls-2 Gmet_0065
Q39ZN1	unreviewed	Gmet_0043
Q39ZR2	unreviewed	fgrL Gmet_0012
Q39ZR3	unreviewed	fgrK Gmet_0011
Q39ZR4	unreviewed	Gmet_0010
Q39ZR5	unreviewed	Gmet_0009
Q39ZS2	unreviewed	dnaN Gmet_0002
J7LW60	unreviewed	Gmet_0049
J7LW68	unreviewed	Gmet_0223
J7LW74	unreviewed	Gmet_0314
J7LW82	unreviewed	Gmet_3586
J7LW88	unreviewed	Gmet_3590
J7LW95	unreviewed	Gmet_3594
J7LWA1	unreviewed	Gmet_3658
J7LWA8	unreviewed	Gmet_3602
J7LWB5	unreviewed	Gmet_3652
J7LWC1	unreviewed	Gmet_2252
J7LWC6	unreviewed	Gmet_3615
J7LWD2	unreviewed	Gmet_3622
J7LWD9	unreviewed	Gmet_3629
J7LWE5	unreviewed	Gmet_3634
J7LWF3	unreviewed	Gmet_3341
J7LWF8	unreviewed	Gmet_A3644
J7LYB7	unreviewed	Gmet_3646
J7LYC3	unreviewed	Gmet_3648
J7LYC8	unreviewed	Gmet_3584
J7LYD4	unreviewed	Gmet_3588
J7LYD9	unreviewed	Gmet_1023
J7LYE6	unreviewed	Gmet_3597
J7LYF0	unreviewed	Gmet_3600
J7LYF5	unreviewed	Gmet_1563
J7LYG0	unreviewed	Gmet_3609
J7LYG8	unreviewed	Gmet_3654
J7LYH3	unreviewed	Gmet_3656
J7LYH8	unreviewed	Gmet_3625
J7LYI3	unreviewed	Gmet_3632
J7LYI8	unreviewed	Gmet_3638
J7LYJ3	unreviewed	Gmet_A3642
J7M068	unreviewed	trx-3 Gmet_0151
J7M074	unreviewed	Gmet_3579
J7M077	unreviewed	Gmet_3583
J7M081	unreviewed	Gmet_3587
J7M085	unreviewed	Gmet_3592
J7M089	unreviewed	Gmet_1183
J7M092	unreviewed	Gmet_3617
J7M096	unreviewed	Gmet_3604
J7M0A0	unreviewed	Gmet_3607
J7M0A4	unreviewed	Gmet_3613
J7M0A7	unreviewed	Gmet_2491
J7M0B2	unreviewed	Gmet_3624
J7M0B5	unreviewed	Gmet_3631
J7M0B9	unreviewed	Gmet_3637
J7M0C3	unreviewed	Gmet_A3641
J9JEL7	unreviewed	Gmet_3645
J9JEL9	unreviewed	Gmet_3578
J9JEM0	unreviewed	Gmet_3647
J9JEM1	unreviewed	Gmet_3580
J9JEM2	unreviewed	Gmet_3582
J9JEM3	unreviewed	cbcQ Gmet_3585
J9JEM4	unreviewed	Gmet_3649
J9JEM5	unreviewed	Gmet_3589
J9JEM6	unreviewed	Gmet_3591
J9JEM7	unreviewed	Gmet_3593
J9JEM8	unreviewed	Gmet_3596
J9JEM9	unreviewed	rsbV Gmet_1229
J9JEN0	unreviewed	Gmet_3659
J9JEN1	unreviewed	Gmet_3601
J9JEN2	unreviewed	Gmet_3603
J9JEN3	unreviewed	Gmet_3605
J9JEN4	unreviewed	Gmet_3606
J9JEN5	unreviewed	Gmet_3611
J9JEN6	unreviewed	Gmet_3612
J9JEN7	unreviewed	Gmet_2278
J9JEN8	unreviewed	Gmet_3618
J9JEN9	unreviewed	Gmet_3621
J9JEP0	unreviewed	Gmet_3623
J9JEP1	unreviewed	Gmet_3626
J9JEP2	unreviewed	Gmet_3630
J9JEP3	unreviewed	Gmet_3633
J9JEP4	unreviewed	Gmet_3636
J9JEP5	unreviewed	Gmet_3639
J9JEP6	unreviewed	Gmet_3640
J9JEP7	unreviewed	Gmet_A3643
Q39PP2	unreviewed	Gmet_A3577
Q39PP3	unreviewed	Gmet_A3576
Q39PP4	unreviewed	Gmet_A3575
Q39PP5	unreviewed	Gmet_A3574
Q39PP6	unreviewed	Gmet_A3573
Q39PP7	unreviewed	Gmet_A3572
Q39PP8	unreviewed	Gmet_A3571
Q39PP9	unreviewed	Gmet_A3570
Q39PQ0	unreviewed	Gmet_A3569
Q39PQ1	unreviewed	Gmet_A3568
Q39PQ2	unreviewed	Gmet_2093 Gmet_A3567
Q39PQ3	unreviewed	Gmet_A3566
Q39PQ4	unreviewed	Gmet_A3565
Q39PR2	unreviewed	Gmet_3557
Q39PR3	unreviewed	Gmet_3556
Q39PR4	unreviewed	Gmet_3555
Q39PR5	unreviewed	Gmet_3554
Q39PR7	unreviewed	Gmet_3552
Q39PR9	unreviewed	Gmet_3550
Q39PS0	unreviewed	Gmet_3549
Q39PS1	unreviewed	Gmet_3548
Q39PS3	unreviewed	Gmet_3546
Q39PS4	unreviewed	yrdA Gmet_3545
Q39PS7	unreviewed	Gmet_3542
Q39PT0	unreviewed	Gmet_3539
Q39PT1	unreviewed	Gmet_3538
Q39PT2	unreviewed	Gmet_3537
Q39PT3	unreviewed	Gmet_3536
Q39PT5	unreviewed	hrcA Gmet_3534
Q39PU0	unreviewed	Gmet_3529
Q39PU3	unreviewed	Gmet_3526
Q39PU4	unreviewed	Gmet_3525
Q39PU6	unreviewed	elbB Gmet_3523
Q39PU7	unreviewed	Gmet_3522
Q39PU8	unreviewed	Gmet_3521
Q39PU9	unreviewed	cbcU-1 Gmet_3520
Q39PV0	unreviewed	cbcT-1 Gmet_3519
Q39PV1	unreviewed	cbcS-1 Gmet_3518
Q39PV4	unreviewed	Gmet_3515
Q39PV5	unreviewed	Gmet_3514
Q39PV6	unreviewed	Gmet_3513
Q39PV8	unreviewed	Gmet_3511
Q39PV9	unreviewed	Gmet_3510
Q39PW0	unreviewed	Gmet_3509
Q39PW1	unreviewed	Gmet_3508
Q39PW2	unreviewed	Gmet_3507
Q39PW3	unreviewed	Gmet_3506
Q39PW4	unreviewed	Gmet_3505
Q39PW5	unreviewed	Gmet_3504
Q39PW7	unreviewed	Gmet_3502
Q39PW8	unreviewed	Gmet_3501
Q39PW9	unreviewed	Gmet_3500
Q39PX1	unreviewed	usp-3 Gmet_3498
Q39PX3	unreviewed	Gmet_3496
Q39PX4	unreviewed	Gmet_3495
Q39PX5	unreviewed	scdA Gmet_3494
Q39PX7	unreviewed	frx-5 Gmet_3492
Q39PX8	unreviewed	Gmet_3491
Q39PX9	unreviewed	Gmet_3490
Q39PY0	unreviewed	Gmet_3489
Q39PY1	unreviewed	Gmet_3488
Q39PY3	unreviewed	Gmet_3486
Q39PY5	unreviewed	Gmet_3484
Q39PY7	unreviewed	Gmet_0900 Gmet_3481
Q39PZ0	unreviewed	Gmet_3476
Q39PZ1	unreviewed	Gmet_3475
Q39PZ2	unreviewed	Gmet_3474
Q39PZ3	unreviewed	Gmet_3473
Q39PZ4	unreviewed	Gmet_3472
Q39PZ5	unreviewed	Gmet_3470
Q39PZ7	unreviewed	Gmet_3468
Q39PZ9	unreviewed	Gmet_3466
Q39Q00	unreviewed	Gmet_3465
Q39Q01	unreviewed	ybhG-2 Gmet_3464
Q39Q02	unreviewed	ybhF-N2 Gmet_3463
Q39Q03	unreviewed	ybhF-C2 Gmet_3462
Q39Q04	unreviewed	ybhS-2 Gmet_3461
Q39Q05	unreviewed	ybhR-2 Gmet_3460
Q39Q07	unreviewed	Gmet_3458
Q39Q08	unreviewed	Gmet_3457
Q39Q09	unreviewed	Gmet_3456
Q39Q11	unreviewed	tusA-2 Gmet_3454
Q39Q12	unreviewed	Gmet_3453
Q39Q13	unreviewed	Gmet_3452
Q39Q14	unreviewed	Gmet_3451
Q39Q15	unreviewed	Gmet_3450
Q39Q16	unreviewed	Gmet_3449
Q39Q17	unreviewed	Gmet_3448
Q39Q19	unreviewed	Gmet_3446
Q39Q20	unreviewed	Gmet_3443
Q39Q21	unreviewed	Gmet_3441
Q39Q22	unreviewed	Gmet_3440
Q39Q23	unreviewed	Gmet_3439
Q39Q24	unreviewed	Gmet_3438
Q39Q26	unreviewed	Gmet_3436
Q39Q29	unreviewed	Gmet_3433
Q39Q31	unreviewed	hdrF Gmet_3431
Q39Q32	unreviewed	hdrE Gmet_3430
Q39Q34	unreviewed	hdrD Gmet_3428
Q39Q35	unreviewed	hdrG Gmet_3427
Q39Q36	unreviewed	hdrA Gmet_3426
Q39Q37	unreviewed	hdrB Gmet_3425
Q39Q38	unreviewed	hdrC Gmet_3424
Q39Q39	unreviewed	Gmet_3423
Q39Q44	unreviewed	mglB Gmet_3418
Q39Q45	unreviewed	mglA Gmet_3417
Q39Q46	unreviewed	Gmet_3416
Q39Q48	unreviewed	Gmet_3414
Q39Q49	unreviewed	Gmet_3413
Q39Q50	unreviewed	Gmet_3412
Q39Q59	unreviewed	Gmet_3403
Q39Q60	unreviewed	Gmet_3402
Q39Q61	unreviewed	Gmet_3401
Q39Q62	unreviewed	pilT-3 Gmet_3400
Q39Q63	unreviewed	Gmet_3399
Q39Q64	unreviewed	Gmet_3398
Q39Q65	unreviewed	Gmet_3397
Q39Q68	unreviewed	Gmet_3394
Q39Q69	unreviewed	Gmet_3393
Q39Q73	unreviewed	Gmet_3389
Q39Q74	unreviewed	Gmet_3388
Q39Q77	unreviewed	Gmet_3385
Q39Q79	unreviewed	Gmet_3383
Q39Q80	unreviewed	Gmet_3382
Q39Q84	unreviewed	Gmet_3378
Q39Q85	unreviewed	Gmet_3377
Q39Q86	unreviewed	Gmet_3376
Q39Q87	unreviewed	Gmet_3375
Q39Q88	unreviewed	gspN Gmet_3374
Q39Q89	unreviewed	gspM Gmet_3373
Q39Q90	unreviewed	gspL Gmet_3372
Q39Q91	unreviewed	gspK Gmet_3371
Q39Q94	unreviewed	gspH Gmet_3368
Q39Q98	unreviewed	gspD Gmet_3364
Q39Q99	unreviewed	gspC Gmet_3363
Q39QA0	unreviewed	degP-1 Gmet_3362
Q39QA4	unreviewed	atpI Gmet_3358
Q39QA5	unreviewed	atpZ Gmet_3357
Q39QB1	unreviewed	nuoE-1 Gmet_3351
Q39QB2	unreviewed	nuoF-1 Gmet_3350
Q39QB3	unreviewed	nuoG-1 Gmet_3349
Q39QC1	unreviewed	Gmet_3340
Q39QC6	unreviewed	yccM-1 Gmet_3335
Q39QC7	unreviewed	Gmet_3334
Q39QC8	unreviewed	Gmet_3333
Q39QD0	unreviewed	hyaL Gmet_3331
Q39QD2	unreviewed	hyaP Gmet_3329
Q39QD3	unreviewed	Gmet_3328
Q39QD4	unreviewed	Gmet_3327
Q39QD5	unreviewed	Gmet_3326
Q39QD6	unreviewed	Gmet_3325
Q39QD7	unreviewed	mvhV Gmet_3324
Q39QD8	unreviewed	mvhP Gmet_3323
Q39QD9	unreviewed	Gmet_3322
Q39QE0	unreviewed	mvhF Gmet_3321
Q39QE1	unreviewed	mvhL Gmet_3320
Q39QE2	unreviewed	mvhS Gmet_3319
Q39QE3	unreviewed	Gmet_3318
Q39QE4	unreviewed	mvhQ Gmet_3317
Q39QE5	unreviewed	Gmet_3316
Q39QE6	unreviewed	tssH Gmet_3315
Q39QE7	unreviewed	tssG Gmet_3314
Q39QE8	unreviewed	tssF Gmet_3313
Q39QE9	unreviewed	tssE Gmet_3312
Q39QF0	unreviewed	tssK Gmet_3311
Q39QF1	unreviewed	tssJ Gmet_3310
Q39QF2	unreviewed	Gmet_3309
Q39QF3	unreviewed	Gmet_3308
Q39QF6	unreviewed	Gmet_3305
Q39QF8	unreviewed	Gmet_3303
Q39QF9	unreviewed	Gmet_3302
Q39QG0	unreviewed	etfA-9 Gmet_3301
Q39QG1	unreviewed	etfB-9 Gmet_3300
Q39QG2	unreviewed	Gmet_3299
Q39QG3	unreviewed	Gmet_3298
Q39QG4	unreviewed	atoA Gmet_3297
Q39QG5	unreviewed	atoD Gmet_3296
Q39QG6	unreviewed	Gmet_3295
Q39QG7	unreviewed	Gmet_3294
Q39QG9	unreviewed	mccA Gmet_3292
Q39QH0	unreviewed	Gmet_3291
Q39QH1	unreviewed	mccB Gmet_3290
Q39QH4	unreviewed	Gmet_3287
Q39QH5	unreviewed	Gmet_3286
Q39QH6	unreviewed	Gmet_3285
Q39QH7	unreviewed	Gmet_3284
Q39QI2	unreviewed	Gmet_3279
Q39QI5	unreviewed	Gmet_3276
Q39QI6	unreviewed	Gmet_3275
Q39QI7	unreviewed	Gmet_3274
Q39QI8	unreviewed	Gmet_3273
Q39QJ0	unreviewed	Gmet_3271
Q39QJ1	unreviewed	Gmet_3270
Q39QJ3	unreviewed	Gmet_3268
Q39QJ4	unreviewed	cheR64H Gmet_3267
Q39QJ6	unreviewed	cheW64H Gmet_3265
Q39QJ8	unreviewed	fgrM Gmet_3263
Q39QJ9	unreviewed	Gmet_3262
Q39QK3	unreviewed	Gmet_3258
Q39QK4	unreviewed	Gmet_3257
Q39QK5	unreviewed	Gmet_3256
Q39QK6	unreviewed	Gmet_3255
Q39QK7	unreviewed	ompJ Gmet_3254
Q39QK8	unreviewed	mceE Gmet_3253
Q39QK9	unreviewed	Gmet_3252
Q39QL0	unreviewed	Gmet_3251
Q39QL2	unreviewed	Gmet_3249
Q39QL3	unreviewed	Gmet_3248
Q39QL4	unreviewed	Gmet_3247
Q39QL6	unreviewed	larD Gmet_3245
Q39QL7	unreviewed	larA Gmet_3244
Q39QL8	unreviewed	roo Gmet_3243
Q39QL9	unreviewed	Gmet_3242
Q39QM0	unreviewed	Gmet_3241
Q39QM1	unreviewed	Gmet_3240
Q39QM3	unreviewed	Gmet_3238
Q39QM4	unreviewed	Gmet_3237
Q39QM5	unreviewed	Gmet_3236
Q39QN2	unreviewed	Gmet_3229
Q39QN4	unreviewed	Gmet_3227
Q39QN5	unreviewed	Gmet_3226
Q39QN6	unreviewed	Gmet_3225
Q39QN7	unreviewed	Gmet_3224
Q39QN9	unreviewed	Gmet_3222
Q39QP0	unreviewed	Gmet_3221
Q39QP1	unreviewed	Gmet_3220
Q39QP3	unreviewed	Gmet_3218
Q39QP5	unreviewed	Gmet_3216
Q39QP6	unreviewed	Gmet_3215
Q39QP9	unreviewed	cheR44H Gmet_3212
Q39QQ0	unreviewed	cheY44H Gmet_3211
Q39QQ1	unreviewed	cheC44H Gmet_3210
Q39QQ3	unreviewed	Gmet_3208
Q39QQ4	unreviewed	Gmet_3207
Q39QQ7	unreviewed	Gmet_3204
Q39QR7	unreviewed	Gmet_3194
Q39QS0	unreviewed	Gmet_3191
Q39QS2	unreviewed	Gmet_3189
Q39QS3	unreviewed	Gmet_3188
Q39QS6	unreviewed	Gmet_3185
Q39QS7	unreviewed	Gmet_3184
Q39QT0	unreviewed	Gmet_3181
Q39QT1	unreviewed	Gmet_3180
Q39QT2	unreviewed	Gmet_3179
Q39QT4	unreviewed	Gmet_3177
Q39QT5	unreviewed	galT Gmet_3176
Q39QT7	unreviewed	Gmet_3174
Q39QT8	unreviewed	Gmet_3173
Q39QT9	unreviewed	Gmet_3172
Q39QU1	unreviewed	frx-6 Gmet_3170
Q39QU3	unreviewed	Gmet_3168
Q39QU4	unreviewed	dinG Gmet_3167
Q39QU5	unreviewed	ppcB Gmet_3166
Q39QU6	unreviewed	ppcC Gmet_3165
Q39QU7	unreviewed	Gmet_3164
Q39QU8	unreviewed	yhcC-1 Gmet_3163
Q39QU9	unreviewed	Gmet_3162
Q39QV0	unreviewed	Gmet_3161
Q39QV1	unreviewed	Gmet_3160
Q39QV2	unreviewed	Gmet_3159
Q39QV3	unreviewed	Gmet_3158
Q39QV4	unreviewed	Gmet_3157
Q39QW0	unreviewed	lplA Gmet_3151
Q39QW2	unreviewed	Gmet_3149
Q39QW3	unreviewed	Gmet_3148
Q39QW4	unreviewed	Gmet_3147
Q39QW6	unreviewed	Gmet_3145
Q39QW7	unreviewed	Gmet_3144
Q39QW8	unreviewed	Gmet_3143
Q39QW9	unreviewed	Gmet_3142
Q39QX2	unreviewed	Gmet_3139
Q39QX3	unreviewed	Gmet_3138
Q39QX4	unreviewed	Gmet_3137
Q39QX6	unreviewed	Gmet_3135
Q39QX8	unreviewed	Gmet_3132
Q39QX9	unreviewed	Gmet_3131
Q39QY0	unreviewed	Gmet_3130
Q39QY1	unreviewed	Gmet_3129
Q39QY2	unreviewed	Gmet_3128
Q39QY3	unreviewed	Gmet_3127
Q39QY4	unreviewed	Gmet_3126
Q39QY5	unreviewed	Gmet_3125
Q39QY6	unreviewed	Gmet_3124
Q39QY7	unreviewed	Gmet_3123
Q39QY8	unreviewed	Gmet_3122
Q39QY9	unreviewed	Gmet_3121
Q39QZ0	unreviewed	Gmet_3120
Q39QZ1	unreviewed	cheY64H-1 Gmet_3119
Q39QZ2	unreviewed	cheX64H Gmet_3118
Q39QZ3	unreviewed	Gmet_3117
Q39QZ4	unreviewed	Gmet_3116
Q39QZ6	unreviewed	flgC Gmet_3114
Q39R00	unreviewed	fliH Gmet_3110
Q39R03	unreviewed	Gmet_3107
Q39R04	unreviewed	fliK Gmet_3106
Q39R05	unreviewed	flgD Gmet_3105
Q39R06	unreviewed	Gmet_3104
Q39R07	unreviewed	flgE Gmet_3103
Q39R11	unreviewed	fliN Gmet_3099
Q39R17	unreviewed	Gmet_3093
Q39R18	unreviewed	Gmet_3092
Q39R20	unreviewed	Gmet_3090
Q39R21	unreviewed	Gmet_3089
Q39R22	unreviewed	pccF Gmet_3088
Q39R23	unreviewed	mcp40H-3 Gmet_3087
Q39R24	unreviewed	Gmet_3086
Q39R25	unreviewed	Gmet_3085
Q39R26	unreviewed	Gmet_3084
Q39R27	unreviewed	Gmet_3083
Q39R28	unreviewed	aspA Gmet_3082
Q39R30	unreviewed	Gmet_3080
Q39R31	unreviewed	Gmet_3079
Q39R32	unreviewed	cls-1 Gmet_3078
Q39R33	unreviewed	Gmet_3077
Q39R37	unreviewed	Gmet_3073
Q39R42	unreviewed	Gmet_3068
Q39R44	unreviewed	Gmet_3065
Q39R45	unreviewed	Gmet_3064
Q39R46	unreviewed	Gmet_3063
Q39R47	unreviewed	Gmet_3062
Q39R48	unreviewed	Gmet_3061
Q39R49	unreviewed	Gmet_3060
Q39R50	unreviewed	Gmet_3059
Q39R51	unreviewed	Gmet_3058
Q39R54	unreviewed	Gmet_3055
Q39R55	unreviewed	Gmet_3054
Q39R56	unreviewed	Gmet_3053
Q39R57	unreviewed	Gmet_3052
Q39R58	unreviewed	Gmet_3051
Q39R59	unreviewed	Gmet_3050
Q39R60	unreviewed	Gmet_3049
Q39R61	unreviewed	Gmet_3048
Q39R62	unreviewed	Gmet_3047
Q39R63	unreviewed	Gmet_3046
Q39R65	unreviewed	ato-1 Gmet_3044
Q39R66	unreviewed	rhlE-1 Gmet_3043
Q39R69	unreviewed	Gmet_3040
Q39R72	unreviewed	Gmet_3037
Q39R73	unreviewed	Gmet_3036
Q39R77	unreviewed	Gmet_3032
Q39R78	unreviewed	aplD Gmet_3031
Q39R79	unreviewed	Gmet_3030
Q39R80	unreviewed	Gmet_3029
Q39R81	unreviewed	usp-1 Gmet_3028
Q39R82	unreviewed	Gmet_3027
Q39R84	unreviewed	Gmet_3025
Q39R85	unreviewed	Gmet_3024
Q39R86	unreviewed	sfrB Gmet_3023
Q39R90	unreviewed	Gmet_3019
Q39R91	unreviewed	Gmet_3018
Q39R92	unreviewed	Gmet_3017
Q39R94	unreviewed	Gmet_3015
Q39R95	unreviewed	yfiO Gmet_3014
Q39R97	unreviewed	Gmet_3012
Q39R98	unreviewed	ghr Gmet_3011
Q39R99	unreviewed	Gmet_3010
Q39RA0	unreviewed	Gmet_3009
Q39RA2	unreviewed	ymdB Gmet_3007
Q39RA3	unreviewed	Gmet_3006
Q39RA4	unreviewed	Gmet_3005
Q39RA5	unreviewed	Gmet_3004
Q39RA7	unreviewed	Gmet_3002
Q39RA8	unreviewed	Gmet_3001
Q39RA9	unreviewed	Gmet_3000
Q39RB0	unreviewed	Gmet_2999
Q39RB2	unreviewed	Gmet_2997
Q39RB3	unreviewed	Gmet_2996
Q39RB4	unreviewed	Gmet_2995
Q39RB6	unreviewed	Gmet_2993
Q39RB8	unreviewed	Gmet_2991
Q39RB9	unreviewed	Gmet_2990
Q39RC0	unreviewed	iscR-1 Gmet_2989
Q39RC2	unreviewed	Gmet_2987
Q39RC3	unreviewed	hspA-1 Gmet_2986
Q39RC4	unreviewed	Gmet_2985
Q39RC5	unreviewed	Gmet_2984
Q39RC7	unreviewed	Gmet_2982
Q39RC8	unreviewed	Gmet_2981
Q39RD0	unreviewed	Gmet_2979
Q39RD1	unreviewed	Gmet_2978
Q39RD2	unreviewed	Gmet_2977
Q39RD3	unreviewed	Gmet_2976
Q39RD6	unreviewed	Gmet_2973
Q39RD7	unreviewed	Gmet_2972
Q39RD8	unreviewed	Gmet_2971
Q39RD9	unreviewed	Gmet_2970
Q39RE0	unreviewed	Gmet_2969
Q39RE1	unreviewed	Gmet_2968
Q39RE2	unreviewed	Gmet_2967
Q39RE3	unreviewed	Gmet_2966
Q39RE4	unreviewed	Gmet_2965
Q39RE5	unreviewed	Gmet_2963
Q39RE6	unreviewed	Gmet_2961
Q39RE8	unreviewed	Gmet_2959
Q39RE9	unreviewed	Gmet_2958
Q39RF0	unreviewed	Gmet_2957
Q39RF1	unreviewed	Gmet_2956
Q39RF2	unreviewed	Gmet_2955
Q39RF3	unreviewed	Gmet_2954
Q39RF5	unreviewed	Gmet_2952
Q39RF6	unreviewed	Gmet_2951
Q39RF7	unreviewed	Gmet_2949
Q39RF8	unreviewed	cstA-1 Gmet_2948
Q39RG0	unreviewed	Gmet_2946
Q39RG1	unreviewed	Gmet_2945
Q39RG2	unreviewed	Gmet_2944
Q39RG7	unreviewed	mcp40H-2 Gmet_2939
Q39RG8	unreviewed	mcp64H-1 Gmet_2938
Q39RG9	unreviewed	ycgM Gmet_2937
Q39RH0	unreviewed	yhcC-2 Gmet_2936
Q39RH3	unreviewed	thiS-1 Gmet_2933
Q39RH4	unreviewed	cbcE Gmet_2932
Q39RH6	unreviewed	cbcC Gmet_2930
Q39RH7	unreviewed	cbcB Gmet_2929
Q39RH8	unreviewed	cbcA Gmet_2928
Q39RH9	unreviewed	Gmet_2927
Q39RI0	unreviewed	Gmet_2926
Q39RI1	unreviewed	Gmet_2925
Q39RI2	unreviewed	Gmet_2924
Q39RI4	unreviewed	Gmet_2922
Q39RI5	unreviewed	Gmet_2921
Q39RI6	unreviewed	Gmet_2920
Q39RI7	unreviewed	Gmet_2919
Q39RI8	unreviewed	Gmet_2918
Q39RI9	unreviewed	Gmet_2917
Q39RJ0	unreviewed	Gmet_2916
Q39RJ1	unreviewed	Gmet_2915
Q39RJ2	unreviewed	Gmet_2914
Q39RJ3	unreviewed	Gmet_2913
Q39RJ4	unreviewed	Gmet_2912
Q39RK0	unreviewed	Gmet_2906
Q39RK5	unreviewed	Gmet_2901
Q39RK7	unreviewed	Gmet_2899
Q39RK8	unreviewed	Gmet_2898
Q39RK9	unreviewed	Gmet_2897
Q39RL0	unreviewed	Gmet_2896
Q39RL1	unreviewed	Gmet_2895
Q39RL2	unreviewed	Gmet_2894
Q39RL3	unreviewed	Gmet_2893
Q39RL4	unreviewed	Gmet_2892
Q39RL5	unreviewed	Gmet_2891
Q39RL6	unreviewed	Gmet_2890
Q39RL7	unreviewed	Gmet_2889
Q39RL8	unreviewed	Gmet_2888
Q39RL9	unreviewed	Gmet_2887
Q39RM0	unreviewed	Gmet_2886
Q39RM1	unreviewed	Gmet_2885
Q39RM2	unreviewed	Gmet_2884
Q39RM4	unreviewed	Gmet_2882
Q39RM5	unreviewed	Gmet_2881
Q39RM6	unreviewed	Gmet_2880
Q39RM7	unreviewed	Gmet_2879
Q39RM8	unreviewed	Gmet_2878
Q39RM9	unreviewed	Gmet_2877
Q39RN0	unreviewed	Gmet_2876
Q39RN1	unreviewed	Gmet_2875
Q39RN2	unreviewed	Gmet_2874
Q39RN3	unreviewed	Gmet_2873
Q39RN9	unreviewed	Gmet_2867
Q39RP3	unreviewed	Gmet_2863
Q39RP9	unreviewed	Gmet_2857
Q39RQ0	unreviewed	Gmet_2856
Q39RQ1	unreviewed	thiF-1 Gmet_2855
Q39RQ4	unreviewed	Gmet_2852
Q39RQ6	unreviewed	Gmet_2850
Q39RR4	unreviewed	Gmet_2842
Q39RR7	unreviewed	omcX Gmet_2839
Q39RR8	unreviewed	Gmet_2838
Q39RR9	unreviewed	Gmet_2837
Q39RS0	unreviewed	Gmet_2836
Q39RS1	unreviewed	Gmet_2835
Q39RS3	unreviewed	Gmet_2833
Q39RS4	unreviewed	Gmet_2832
Q39RS5	unreviewed	Gmet_2831
Q39RS6	unreviewed	Gmet_2830
Q39RS7	unreviewed	Gmet_2829
Q39RS8	unreviewed	mcp40H-13 Gmet_2828
Q39RS9	unreviewed	cheY64H-2 Gmet_2827
Q39RT1	unreviewed	mcp40H-11 Gmet_2825
Q39RT3	unreviewed	hpnH Gmet_2823
Q39RT5	unreviewed	hpnA Gmet_2821
Q39RT7	unreviewed	hpnN Gmet_2819
Q39RT8	unreviewed	Gmet_2818
Q39RT9	unreviewed	Gmet_2817
Q39RU0	unreviewed	Gmet_2816
Q39RU1	unreviewed	hpnI Gmet_2815
Q39RU2	unreviewed	Gmet_2814
Q39RU3	unreviewed	Gmet_2813
Q39RU4	unreviewed	Gmet_2812
Q39RU7	unreviewed	Gmet_2809
Q39RU9	unreviewed	Gmet_2807
Q39RV0	unreviewed	yciH Gmet_2806
Q39RV1	unreviewed	mak Gmet_2805
Q39RV2	unreviewed	Gmet_2804
Q39RV4	unreviewed	Gmet_2802
Q39RV5	unreviewed	Gmet_2801
Q39RV6	unreviewed	Gmet_2800
Q39RV7	unreviewed	Gmet_2799
Q39RV8	unreviewed	Gmet_2798
Q39RW1	unreviewed	Gmet_2795
Q39RW2	unreviewed	Gmet_2794
Q39RW3	unreviewed	Gmet_2793
